,Word1,Word2,Similarity Score,Ground Truth,Label
0,मोहब्बत,सेक्स,0.38873428106307983,0.68,0
1,बाघ,बिल्ली,0.6253619194030762,0.7000000000000001,1
2,किताब,कागज़,0.5756130218505859,0.76,1
3,कंप्यूटर,कीबोर्ड,0.6722089052200317,0.76,1
4,कंप्यूटर,इंटरनेट,0.7179461121559143,0.8,1
5,विमान,कार,0.6394352912902832,0.6000000000000001,1
6,रेलगाड़ी,कार,0.6652937531471252,0.6200000000000001,1
7,टेलीफोन,संचार,0.5479849576950073,0.76,1
8,टेलीविजन,रेडियो,0.7466254830360413,0.6400000000000001,1
9,मीडिया,रेडियो,0.5544226169586182,0.58,1
10,ब्रेड,मक्खन,0.7311729192733765,0.66,1
11,खीरा,आलू,0.8271245956420898,0.58,1
12,चिकित्सक,नर्स,0.7021422982215881,0.76,1
13,प्रोफ़ेसर,चिकित्सक,0.5318654179573059,0.45999999999999996,1
14,छात्र,प्रोफ़ेसर,0.49318942427635193,0.7000000000000001,1
15,होशियार,छात्र,0.372001975774765,0.52,0
16,होशियार,बेवकूफ,0.6193171739578247,0.6200000000000001,1
17,किताब,पुस्तकालय,0.44632968306541443,0.76,1
18,बैंक,पैसे,0.485005646944046,0.8,1
19,लकड़ी,जंगल,0.5288179516792297,0.7000000000000001,1
20,प्रोफ़ेसर,खीरा,0.08579071611166,0.0,1
21,राजा,रानी,0.6694445013999939,0.82,1
22,बिशप,रबी,0.08331267535686493,0.7000000000000001,0
23,यरूशलेम,इजराइल,0.4983847439289093,0.78,1
24,पवित्र,सेक्स,0.2425806224346161,0.1,1
25,माराडोना,फ़ुटबॉल,0.6930302381515503,0.78,1
26,फ़ुटबॉल,सॉकर,0.8426072001457214,0.9,1
27,फ़ुटबॉल,बास्केटबाल,0.7249078750610352,0.6400000000000001,1
28,फ़ुटबॉल,टेनिस,0.7415844798088074,0.58,1
29,टेनिस,रैकेट,0.49736347794532776,0.7400000000000001,1
30,कानून,वकील,0.5364931225776672,0.78,1
31,चलचित्र,पॉपकॉर्न,0.40213480591773987,0.66,1
32,चलचित्र,आलोचक,0.3190009593963623,0.66,0
33,चलचित्र,थिएटर,0.4818366467952728,0.8400000000000001,1
34,पीना,कार,0.20415076613426208,0.13999999999999999,1
35,पीना,कान,0.31792905926704407,0.04000000000000001,1
36,पीना,मुंह,0.4266375005245209,0.7000000000000001,1
37,बच्चा,मां,0.5698374509811401,0.7200000000000001,1
38,पीना,मां,0.23757939040660858,0.18000000000000002,1
39,मणि,गहना,0.3875862658023834,0.68,0
40,भट्ठी,स्टोव,0.7105972170829773,0.8400000000000001,1
41,भोजन,फल,0.5895434021949768,0.66,1
42,पक्षी,सारस,0.8236675262451172,0.7400000000000001,1
43,भाई,साधु,0.31637901067733765,0.13999999999999999,1
44,यात्रा,कार,0.4361548125743866,0.6200000000000001,1
45,साधु,गुलाम,0.2954922914505005,0.020000000000000004,1
46,कांच,जादूगर,0.35351255536079407,0.2,1
47,पैसे,मुद्रा,0.4165174961090088,0.86,1
48,पैसे,धन,0.651180624961853,0.9199999999999999,1
49,पैसे,संपत्ति,0.555264413356781,0.8400000000000001,1
50,पैसे,बैंक,0.485005646944046,0.82,1
51,पैसे,जमा,0.48784852027893066,0.66,1
52,पैसे,ऑपरेशन,0.2780091464519501,0.26,1
53,बाघ,जैगुआर,0.4780704379081726,0.8,1
54,बाघ,जानवर,0.7266578078269958,0.76,1
55,बाघ,चिड़ियाघर,0.6862779855728149,0.68,1
56,मनोविज्ञान,चिंता,0.3535108268260956,0.6200000000000001,0
57,मनोविज्ञान,डर,0.22118134796619415,0.52,0
58,मनोविज्ञान,डिप्रेशन,0.4024216830730438,0.7000000000000001,1
59,मनोविज्ञान,क्लिनिक,0.4525316059589386,0.6400000000000001,1
60,मनोविज्ञान,चिकित्सक,0.5112589001655579,0.7000000000000001,1
61,मनोविज्ञान,मन,0.4022969901561737,0.7400000000000001,1
62,मनोविज्ञान,स्वास्थ्य,0.5202593207359314,0.6200000000000001,1
63,मनोविज्ञान,विज्ञान,0.7954474687576294,0.7000000000000001,1
64,मनोविज्ञान,अनुशासन,0.5455807447433472,0.42000000000000004,1
65,Accuracy is:,89.23076923076924, , , 
