,Word1,Word2,Similarity Score,Ground Truth,Label
0,मोहब्बत,सेक्स,0.2907281517982483,0.68,1
1,बाघ,बिल्ली,0.4952309727668762,0.7000000000000001,0
2,किताब,कागज़,0.4975152313709259,0.76,0
3,कंप्यूटर,कीबोर्ड,0.7109529376029968,0.76,1
4,कंप्यूटर,इंटरनेट,0.75766921043396,0.8,1
5,विमान,कार,0.5671210885047913,0.6000000000000001,1
6,रेलगाड़ी,कार,0.6380333304405212,0.6200000000000001,1
7,टेलीफोन,संचार,0.38968202471733093,0.76,0
8,टेलीविजन,रेडियो,0.7579631805419922,0.6400000000000001,0
9,मीडिया,रेडियो,0.3863354027271271,0.58,1
10,ब्रेड,मक्खन,0.740522563457489,0.66,0
11,खीरा,आलू,0.7609177827835083,0.58,0
12,चिकित्सक,नर्स,0.6815500855445862,0.76,0
13,प्रोफ़ेसर,चिकित्सक,0.41837063431739807,0.45999999999999996,1
14,छात्र,प्रोफ़ेसर,0.4117801785469055,0.7000000000000001,0
15,होशियार,छात्र,0.0958930030465126,0.52,1
16,होशियार,बेवकूफ,0.5665163397789001,0.6200000000000001,1
17,किताब,पुस्तकालय,0.27171656489372253,0.76,0
18,बैंक,पैसे,0.37189343571662903,0.8,0
19,लकड़ी,जंगल,0.4945583641529083,0.7000000000000001,0
20,प्रोफ़ेसर,खीरा,0.019245509058237076,0.0,1
21,राजा,रानी,0.6203163266181946,0.82,0
22,बिशप,रबी,-0.07920496165752411,0.7000000000000001,0
23,यरूशलेम,इजराइल,0.4772808849811554,0.78,0
24,पवित्र,सेक्स,0.09219294786453247,0.1,1
25,माराडोना,फ़ुटबॉल,0.6648805737495422,0.78,0
26,फ़ुटबॉल,सॉकर,0.832990288734436,0.9,1
27,फ़ुटबॉल,बास्केटबाल,0.7287213206291199,0.6400000000000001,0
28,फ़ुटबॉल,टेनिस,0.7290949821472168,0.58,0
29,टेनिस,रैकेट,0.26880577206611633,0.7400000000000001,0
30,कानून,वकील,0.34623488783836365,0.78,0
31,चलचित्र,पॉपकॉर्न,0.18384400010108948,0.66,1
32,चलचित्र,आलोचक,0.22521236538887024,0.66,1
33,चलचित्र,थिएटर,0.4249257445335388,0.8400000000000001,0
34,पीना,कार,0.006323736626654863,0.13999999999999999,1
35,पीना,कान,0.0861155241727829,0.04000000000000001,1
36,पीना,मुंह,0.18902437388896942,0.7000000000000001,0
37,बच्चा,मां,0.4881158769130707,0.7200000000000001,0
38,पीना,मां,0.17110487818717957,0.18000000000000002,1
39,मणि,गहना,0.2907707691192627,0.68,1
40,भट्ठी,स्टोव,0.7090319395065308,0.8400000000000001,1
41,भोजन,फल,0.5576592087745667,0.66,1
42,पक्षी,सारस,0.8298599123954773,0.7400000000000001,1
43,भाई,साधु,0.19574223458766937,0.13999999999999999,1
44,यात्रा,कार,0.3094047009944916,0.6200000000000001,1
45,साधु,गुलाम,0.18205593526363373,0.020000000000000004,1
46,कांच,जादूगर,0.2560524642467499,0.2,1
47,पैसे,मुद्रा,0.21680492162704468,0.86,0
48,पैसे,धन,0.6089306473731995,0.9199999999999999,0
49,पैसे,संपत्ति,0.41085201501846313,0.8400000000000001,0
50,पैसे,बैंक,0.37189343571662903,0.82,0
51,पैसे,जमा,0.357285737991333,0.66,1
52,पैसे,ऑपरेशन,0.09393736720085144,0.26,1
53,बाघ,जैगुआर,0.21166875958442688,0.8,0
54,बाघ,जानवर,0.660755455493927,0.76,0
55,बाघ,चिड़ियाघर,0.5781770348548889,0.68,1
56,मनोविज्ञान,चिंता,0.13594137132167816,0.6200000000000001,1
57,मनोविज्ञान,डर,-0.08221645653247833,0.52,1
58,मनोविज्ञान,डिप्रेशन,0.27985337376594543,0.7000000000000001,0
59,मनोविज्ञान,क्लिनिक,0.22576481103897095,0.6400000000000001,1
60,मनोविज्ञान,चिकित्सक,0.38230034708976746,0.7000000000000001,0
61,मनोविज्ञान,मन,0.2053752988576889,0.7400000000000001,0
62,मनोविज्ञान,स्वास्थ्य,0.3799627423286438,0.6200000000000001,1
63,मनोविज्ञान,विज्ञान,0.7578861713409424,0.7000000000000001,1
64,मनोविज्ञान,अनुशासन,0.45841068029403687,0.42000000000000004,1
65,Accuracy is:,52.307692307692314, , , 
