,Word1,Word2,Similarity Score,Ground Truth,Label
0,मोहब्बत,सेक्स,0.33713990449905396,0.68,0
1,बाघ,बिल्ली,0.647487223148346,0.7000000000000001,1
2,किताब,कागज़,0.5339189171791077,0.76,1
3,कंप्यूटर,कीबोर्ड,0.6908113956451416,0.76,1
4,कंप्यूटर,इंटरनेट,0.711635947227478,0.8,1
5,विमान,कार,0.6274393796920776,0.6000000000000001,1
6,रेलगाड़ी,कार,0.6108958721160889,0.6200000000000001,1
7,टेलीफोन,संचार,0.5805760025978088,0.76,1
8,टेलीविजन,रेडियो,0.7580018043518066,0.6400000000000001,1
9,मीडिया,रेडियो,0.5306770205497742,0.58,1
10,ब्रेड,मक्खन,0.7221522927284241,0.66,1
11,खीरा,आलू,0.8323273062705994,0.58,1
12,चिकित्सक,नर्स,0.7003461122512817,0.76,1
13,प्रोफ़ेसर,चिकित्सक,0.5450974702835083,0.45999999999999996,1
14,छात्र,प्रोफ़ेसर,0.5060731172561646,0.7000000000000001,1
15,होशियार,छात्र,0.381512850522995,0.52,0
16,होशियार,बेवकूफ,0.5930489301681519,0.6200000000000001,1
17,किताब,पुस्तकालय,0.47038495540618896,0.76,1
18,बैंक,पैसे,0.4910287857055664,0.8,1
19,लकड़ी,जंगल,0.5466519594192505,0.7000000000000001,1
20,प्रोफ़ेसर,खीरा,0.12081574648618698,0.0,1
21,राजा,रानी,0.7052774429321289,0.82,1
22,बिशप,रबी,0.14684350788593292,0.7000000000000001,0
23,यरूशलेम,इजराइल,0.52671217918396,0.78,1
24,पवित्र,सेक्स,0.2620598375797272,0.1,1
25,माराडोना,फ़ुटबॉल,0.6902350783348083,0.78,1
26,फ़ुटबॉल,सॉकर,0.8435312509536743,0.9,1
27,फ़ुटबॉल,बास्केटबाल,0.739075779914856,0.6400000000000001,1
28,फ़ुटबॉल,टेनिस,0.7513461112976074,0.58,1
29,टेनिस,रैकेट,0.526386559009552,0.7400000000000001,1
30,कानून,वकील,0.4935620427131653,0.78,1
31,चलचित्र,पॉपकॉर्न,0.40970712900161743,0.66,1
32,चलचित्र,आलोचक,0.29972130060195923,0.66,0
33,चलचित्र,थिएटर,0.5001434087753296,0.8400000000000001,1
34,पीना,कार,0.3183184862136841,0.13999999999999999,1
35,पीना,कान,0.33919185400009155,0.04000000000000001,1
36,पीना,मुंह,0.4137030839920044,0.7000000000000001,1
37,बच्चा,मां,0.5511191487312317,0.7200000000000001,1
38,पीना,मां,0.2791302800178528,0.18000000000000002,1
39,मणि,गहना,0.4018123745918274,0.68,1
40,भट्ठी,स्टोव,0.7022818326950073,0.8400000000000001,1
41,भोजन,फल,0.5981048941612244,0.66,1
42,पक्षी,सारस,0.8535008430480957,0.7400000000000001,1
43,भाई,साधु,0.2832368016242981,0.13999999999999999,1
44,यात्रा,कार,0.4197636544704437,0.6200000000000001,1
45,साधु,गुलाम,0.24771389365196228,0.020000000000000004,1
46,कांच,जादूगर,0.3681829273700714,0.2,1
47,पैसे,मुद्रा,0.4150247871875763,0.86,1
48,पैसे,धन,0.5870890021324158,0.9199999999999999,1
49,पैसे,संपत्ति,0.5078940987586975,0.8400000000000001,1
50,पैसे,बैंक,0.4910287857055664,0.82,1
51,पैसे,जमा,0.48238223791122437,0.66,1
52,पैसे,ऑपरेशन,0.33885908126831055,0.26,1
53,बाघ,जैगुआर,0.47807860374450684,0.8,1
54,बाघ,जानवर,0.7225027680397034,0.76,1
55,बाघ,चिड़ियाघर,0.7051327228546143,0.68,1
56,मनोविज्ञान,चिंता,0.34812647104263306,0.6200000000000001,0
57,मनोविज्ञान,डर,0.20202544331550598,0.52,0
58,मनोविज्ञान,डिप्रेशन,0.4415682256221771,0.7000000000000001,1
59,मनोविज्ञान,क्लिनिक,0.46497446298599243,0.6400000000000001,1
60,मनोविज्ञान,चिकित्सक,0.5237498879432678,0.7000000000000001,1
61,मनोविज्ञान,मन,0.3905772268772125,0.7400000000000001,0
62,मनोविज्ञान,स्वास्थ्य,0.5233972072601318,0.6200000000000001,1
63,मनोविज्ञान,विज्ञान,0.8076862692832947,0.7000000000000001,1
64,मनोविज्ञान,अनुशासन,0.5243754982948303,0.42000000000000004,1
65,Accuracy is:,89.23076923076924, , , 
