,Word1,Word2,Similarity Score,Ground Truth,Label
0,मोहब्बत,सेक्स,0.43305255156826156,0.68,0
1,बाघ,बिल्ली,0.5996534732116199,0.7000000000000001,1
2,किताब,कागज़,0.6407840596167473,0.76,1
3,कंप्यूटर,कीबोर्ड,0.6321789173646061,0.76,1
4,कंप्यूटर,इंटरनेट,0.7983269038764391,0.8,1
5,विमान,कार,0.7168454215733389,0.6000000000000001,0
6,रेलगाड़ी,कार,0.6551093580696057,0.6200000000000001,0
7,टेलीफोन,संचार,0.5788380860275756,0.76,1
8,टेलीविजन,रेडियो,0.7840642087928095,0.6400000000000001,0
9,मीडिया,रेडियो,0.6534088872812671,0.58,0
10,ब्रेड,मक्खन,0.6941811266461262,0.66,0
11,खीरा,आलू,0.6759384410546387,0.58,0
12,चिकित्सक,नर्स,0.7424001615115943,0.76,1
13,प्रोफ़ेसर,चिकित्सक,0.5708070919917191,0.45999999999999996,0
14,छात्र,प्रोफ़ेसर,0.5271255087557388,0.7000000000000001,1
15,होशियार,छात्र,0.45787952491149,0.52,0
16,होशियार,बेवकूफ,0.6331541638269977,0.6200000000000001,0
17,किताब,पुस्तकालय,0.4834225083043183,0.76,1
18,बैंक,पैसे,0.666735944384278,0.8,1
19,लकड़ी,जंगल,0.6436089425758055,0.7000000000000001,1
20,प्रोफ़ेसर,खीरा,-0.010984559597152721,0.0,1
21,राजा,रानी,0.7502501604213008,0.82,1
22,बिशप,रबी,0.0767589888378992,0.7000000000000001,0
23,यरूशलेम,इजराइल,0.5481491859986948,0.78,1
24,पवित्र,सेक्स,0.415718795784637,0.1,0
25,माराडोना,फ़ुटबॉल,0.40781555237806666,0.78,1
26,फ़ुटबॉल,सॉकर,0.7987559478759987,0.9,1
27,फ़ुटबॉल,बास्केटबाल,0.6704593460826134,0.6400000000000001,0
28,फ़ुटबॉल,टेनिस,0.6750377953592469,0.58,0
29,टेनिस,रैकेट,0.4488102224094882,0.7400000000000001,1
30,कानून,वकील,0.6453000409807624,0.78,1
31,चलचित्र,पॉपकॉर्न,0.16246275004196156,0.66,1
32,चलचित्र,आलोचक,0.41310377892344363,0.66,0
33,चलचित्र,थिएटर,0.5338535630086322,0.8400000000000001,1
34,पीना,कार,0.2471587128667906,0.13999999999999999,1
35,पीना,कान,0.4376610573019111,0.04000000000000001,0
36,पीना,मुंह,0.4646349850259818,0.7000000000000001,1
37,बच्चा,मां,0.7309494708307288,0.7200000000000001,1
38,पीना,मां,0.4227932408837872,0.18000000000000002,0
39,मणि,गहना,0.3514596796963712,0.68,1
40,भट्ठी,स्टोव,0.6328404566957587,0.8400000000000001,1
41,भोजन,फल,0.7645974623477272,0.66,0
42,पक्षी,सारस,0.7725168251616217,0.7400000000000001,1
43,भाई,साधु,0.4921555571843182,0.13999999999999999,0
44,यात्रा,कार,0.5762995881376023,0.6200000000000001,0
45,साधु,गुलाम,0.333901067673915,0.020000000000000004,1
46,कांच,जादूगर,0.33260641342839153,0.2,1
47,पैसे,मुद्रा,0.6116830587554429,0.86,1
48,पैसे,धन,0.7875886551570932,0.9199999999999999,1
49,पैसे,संपत्ति,0.6881062616732142,0.8400000000000001,1
50,पैसे,बैंक,0.666735944384278,0.82,1
51,पैसे,जमा,0.7138369207216312,0.66,0
52,पैसे,ऑपरेशन,0.3536856028292751,0.26,1
53,बाघ,जैगुआर,0.27372658081397044,0.8,0
54,बाघ,जानवर,0.7750575951461414,0.76,1
55,बाघ,चिड़ियाघर,0.6412073878855109,0.68,0
56,मनोविज्ञान,चिंता,0.43711064330432176,0.6200000000000001,0
57,मनोविज्ञान,डर,0.32987273418245466,0.52,1
58,मनोविज्ञान,डिप्रेशन,0.4416730809692209,0.7000000000000001,1
59,मनोविज्ञान,क्लिनिक,0.45317760398999896,0.6400000000000001,0
60,मनोविज्ञान,चिकित्सक,0.6010799296218425,0.7000000000000001,1
61,मनोविज्ञान,मन,0.3808667778816796,0.7400000000000001,0
62,मनोविज्ञान,स्वास्थ्य,0.5971482020670134,0.6200000000000001,0
63,मनोविज्ञान,विज्ञान,0.8304848531739678,0.7000000000000001,1
64,मनोविज्ञान,अनुशासन,0.6143223472503144,0.42000000000000004,0
65,Accuracy is:,56.92307692307692, , , 
